"#Spell Number","Spell Name","Type: 255 Enemies, 2 Spells, 1 Skills, 0 Systems","Consumption","Card Description",,,,,,,,,,sort
100,Corte Refletivo do Submundo,1,0,Cria uma barreira que reflete projéteis com a Hakurouken. Não possui propriedades ofensivas mas reflete sobre uma área ampla.,0,1,104,1,108,1,0,0,5,100
101,Corte da Lua Crescente,1,2,Contra-ataca com um corte da Roukanken. O corte para cima é invencível e útil como antiaéreo ou interrupção.,0,1,105,1,109,1,212,2,5,110
102,Corte da Vida e Morte,1,1,Um ataque sucessivo que se desenvolve caso você o execute multiplas vezes.,0,1,106,1,110,1,0,0,5,120
103,Vínculo do Medium,1,4,"Envia sua metade fantasma voando no inimigo. Se acertar\, ela permanece próxima ao inimigo.",0,1,107,1,111,1,202,2,5,140
104,Corte da Postura de Lótus,1,0,"Uma técnica padrão de espada e magia. Possui bom alcance e poder\, compensando a força a habitual força da Youmu em corpo-a-corpo.",1,1,207,3,0,0,0,0,5,101
105,Avici Intolerante,1,2,"Um raro golpe de arremesso que quebra sua postura para agarrar o oponente. Você deve estar próximo\, mas é impossível defender então é fácil de aplicar.",1,1,0,0,0,0,0,0,5,111
106,Corte Escultor de Coração,1,1,"Cobre uma grande distância para acertar o oponente. Como mira no pé\, é um ataque baixo.",1,1,200,3,0,0,0,0,5,121
107,Alma Malvada,1,4,"Sua metade fantasma brilha e ataca. Como ela ataca de qualquer lugar que você esteja\, você deve pensar bem em fazê-la acertar.",1,1,0,0,0,0,0,0,5,141
108,Corte Fosfórico,1,0,"Um ataque de curto alcance que libera uma rajada de energia da espada da Youmu. Mesmo enquanto retorna ele acerta o inimigo\, então é uma boa habilidade para atacantes de curto alcance.",1,1,201,2,0,0,0,0,5,102
109,Espada Instrospectiva,1,2,Apara ataques diretos com a Hakurouken e corta o oponente com a Roukanken. Talvez o ataque mais poderoso da Youmu.,1,1,208,5,0,0,0,0,5,112
110,Cortando uma Flor em uma Cabeça,1,1,"Pula sobre o inimigo e corta para baixo com toda a sua força. Mesmo que o inimigo defenda\, é um bom golpe\, e Youmu pode exercer uma pressão massiva no oponente por cima.",1,1,206,4,0,0,0,0,5,122
111,Metade Corpo Estranha,1,4,"Dispara projéteis de sua metade fantasma. A fantasma precisa se recuperar por um momento\, mas é fácil o suficiente de utilizá-la com outros ataques.",1,1,0,0,0,0,0,0,5,142
200,"Sinal Humano \"Corte do Presente\"",2,2,"Dá um passo a frente e corta o inimigo. É difícil de acertar um inimigo no ar\, mas é muito poderosa em batalha terrestre.",0,3,203,5,0,0,0,0,5,210
201,"Espada Finalizadora de Vida \"Meditação\"",2,3,"Utilizando uma espada com meio para poder destrutivo\, corta com uma imensa espada feita de luz. Um feitiço baseado no poder da espada.",0,2,204,4,0,0,0,0,5,220
202,"Sinal de Alma \"Roda da Dor Espectral\"",2,2,"A metade fantasma segue o corpo real\, copiando seus ataques. O poder é reduzido\, mas o ataque é levemente atrasado\, permitindo que você reduza o espaço entre ataques.",1,2,205,4,0,0,0,0,5,211
203,"Obsessor \"Corte da Eternidade\"",2,5,"Corre para cortar o inimigo\, suspendendo-o em pleno ar e dança ao seu redor\, atacando repetidamente. O poder é alto e você é temporariamente invencível\, atacando e defendendo perfeitamente simultaneamente.",0,5,0,0,0,0,0,0,5,240
204,"Espada Iluminada \"Ascensão da Desilusão\"",2,4,"Pondo uma grande quantidade de energia na espada\, cria uma lâmina imensamente destrutiva e corta tudo à sua frente. Muito difícil de esquivar.",1,4,0,0,0,0,0,0,5,230
205,"Espírito \"Segredo da Vida e da Morte\"",2,5,"A metade fantasma se separa e copia os ataques da Youmu. O custo é alta\, então o tempo de uso é longo.",1,4,0,0,0,0,0,0,5,241
206,"Habilidade de Espada \"Mil Flores de Cerejeira\"",2,3,"Avança para frente em alta velocidade\, com flores de cerejeira surgindo em seu caminho. Uma bela técnica refinada com o tempo podando os jardins.",1,4,0,0,0,0,0,0,5,221
207,"Corte de Alma \"Ascensão ao Nirvana\"",2,4,"Cruzando ambas espadas\, cria um pilar de energia que alcança os céus. Possui usos práticos como antiaéreo\, contra-ataque\, ou ataque de combo.",1,3,0,0,0,0,0,0,5,231
208,"Percepção Vazia \"Purificação de 6-raízes\"",2,5,"Corta o inimigo com Hakurouken\, e então usa passos rápidos para avançar no inimigo neste ataque massivo.",1,5,0,0,0,0,0,0,5,242
212,"Espada da Reencarnação \"Espada de Ciclos\"",2,3,"Dá golpes repetidos de alta velocidade com a Roukanken\, e esmaga o inimigo enquanto permanece invencível. Um forte ataque com ativação muito rápida.",2,0,0,0,0,0,0,0,5,222
