"#Spell Number","Spell Name","Type: 255 Enemies, 2 Spells, 1 Skills, 0 Systems","Consumption","Card Description",,,,,,,,,,sort
100,Borboleta Fantasmagórica,1,1,Dispara projéteis em formato de fantasma de suas mãos que se tornam borboletas perseguiadores quando chegam na borda da tela.,0,1,104,1,108,1,206,3,7,120
101,Luz dos Mortos-vivos,1,0,"Um laser de 5 raios. Como eles divergem\, a área coberta é maior quão mais longe ele for.",0,1,105,1,109,1,0,0,7,100
102,Vagueamento Eterno,1,3,"Chama um número de espíritos em um anel que flutua para cima. Como você pode imaginar\, é efetivo contra inimigos no ar.",0,1,106,1,110,1,0,0,7,130
103,Dança do Sonho de Borboleta,1,2,"Avança adiante e ataca com leques em ambas as mãos. Um efetivo ataque de corrida que desvia notavelmente diferente de sua movimentação lenta normal. Com C\, avança mais longe.",0,1,107,1,111,1,0,0,7,110
104,Espíritos que Morreram Bem,1,1,Uma variação de Borboleta Fantasmagórica. Um fantasma é enviado para a borda da tela e se torna um ataque de laser.,1,1,200,2,0,0,0,0,7,121
105,Lança do Brasão de Rabo de Andorinha,1,0,Um ataque perfurante que utiliza uma névoa feérica em forma de espada. O poder excessivo se transforma em borboletas ao ser liberado e se espalha em uma área abrangente. Será acidental ou de propósito? Muito suspeito.,1,1,207,4,0,0,0,0,7,101
106,Néctar Sedutor de Espíritos,1,3,"Simultaneamente libera uma orbe sedutora e espíritos. Você pode controlar a direção da orbe\, fazendo os espíritos a seguirem. Segurar estende o tempo de controle.",1,1,208,3,0,0,0,0,7,131
107,Telas Reversas,1,2,"Pula para trás\, limpando a área à sua frente. Possui invencibilidade e é forte\, mas o alcance é muito curto e geralmente erra se o inimigo não estiver atacando. Muito centrada no contra-ataque.",1,1,0,0,0,0,0,0,7,111
108,Esfera Florescente,1,1,Partículas de luz se dispersam e viram pétalas de cerejeira que atacam o inimigo após um atraso.,1,1,202,2,0,0,0,0,7,122
109,Terra da Morte,1,0,Fantasmas voam e avançam em direção ao inimigo repetidamente neste ataque à distância. Um ataque que completamente demonstra a natureza caprichosa dos fantasmas.,0,1,201,2,0,0,0,0,7,102
110,Presentes aos Falecidos,1,3,"Yuyuko voa aos céus\, agarrando o inimigo e o arremessando. Como ela depende de fantasmas para este golpe\, sempre que ela o executa ela fica extremamente faminta.",0,1,219,5,0,0,0,0,7,132
111,Senso de Elegância,1,2,"Yuyuko gira parada\, usando seus leques afiados para acertar o inimigo. Uma dança graciosa\, linda e fatal.",0,1,209,4,0,0,0,0,7,112
200,"Sinal da Morte \"Sonho Fantasmagórico\"",2,2,"Dispara uma onda de projéteis de borboleta em um círculo. É incomparável em termos de cobertura dos arredores\, então é uma carta fácil de utilizar.",0,2,203,5,0,0,0,0,7,210
201,"Sinal do Submundo \"Passagem para o Submundo\"",2,1,"Forma um caminho fácil para a terra dos mortos em suas mãos. A partir daí\, muitos fantasmas surgem\, mas como são fantasmas\, eles apenas vão para onde quiserem.",0,2,204,4,0,0,0,0,7,200
202,"Sinal Fantasma \"Sonho Eterno\"",2,2,Drena a força do inimgo com um fantasma. Perceba que a possessão termina e o dano total é diminuído quando Yuyuko é interrompida por ataques.,0,2,205,4,0,0,0,0,7,211
203,"Borboleta Letal \"Cochilo Eterno\"",2,4,Cria uma tempestade de projéteis borboleta. As borboletas giram ao redor de Yuyuko e se espalha pela tela.,1,5,0,0,0,0,0,0,7,230
204,"Perdida Novamente \"Inferno de Gensokyo\"",2,5,"A grande tarefa de abrir o portão para o próximo mundo. Do portão\, fantasmas saem\, atacando o inimigo. O movimento do inimigo é vastamente restringido.",1,4,0,0,0,0,0,0,7,240
205,"Limite de Vida \"Ingresso para o Submundo\"",2,4,"Fantasmas de fogo possuem o inimigo. Eles são inofensivos\, mas quando o último fantasma some\, ele bate forte. Tome cuidado que se Yuyuko sofrer dano antes da contagem terminar\, a possessão termina.",1,4,0,0,0,0,0,0,7,231
206,"Psique \"Conforme a Borboleta Voa\"",2,2,"Borboleta Fantasmagórica\, versão abrangente. Elas formam uma parede\, atacando todas as direção de uma vez. Os fantasmas não causam dano\, mas é uma boa técnica para atacar.",1,3,0,0,0,0,0,0,7,212
207,"Sinal de Borboleta \"Lança da Morte\"",2,4,Um leque se abre por trás e dispara raios e borboletas adiante aleatoriamente .,1,4,0,0,0,0,0,0,7,232
208,"Elegância \"Convite para a Vida Após a Morte\"",2,3,"Fantasmas rodeiam o inimigo\, lentamente indo para dentro. Um golpe direto é difícil\, mas a liberdade do inimigo é severamente restringida.",1,3,0,0,0,0,0,0,7,220
209,"Sinal de Cerejeira \"Senso da Flor de Cerejeira\"",2,5,"Libera uma espiral de energia aos céus. Leva um longo tempo para se preparar\, mas possui alcance e poder sem igual.",1,4,0,0,0,0,0,0,7,241
219,"\"Borboletas da Ressurreição\"",2,3,"Raios de luz emanam de Yuyuko\, e enxames de borboleta atacam. Começa fraco\, mas se torna cada vez mais forte quanto mais é utilizada.",1,5,0,0,0,0,0,0,7,221
