"#Spell Number","Spell Name","Type: 255 Enemies, 2 Spells, 1 Skills, 0 Systems","Consumption","Card Description",,,,,,,,,,sort
100,"Espíritos do Firmamento",1,0,"Chama um grupo de espíritos rancorosos do solo com um movimento de foice. Eles esperam e flutuam pra cima quando detectam o inimigo.",0,1,104,1,108,1,0,0,12,100
101,"Espíritos Aprisionados da Terra",1,2,"Incita os espíritos do subsolo e os força a surgir da terra. Após os espíritos se acalmarem, eles flutuam sobre uma grande área.",0,1,105,1,109,1,0,0,12,110
102,"Ritual do Êxtase",1,4,"Troca de posição com o oponente. Com isto ela não somente se movimenta e engana o inimigo, mas também cria chances de ataque. Não tem efeito durante certos golpes ou no modo história.",0,1,106,1,110,1,0,0,12,140
103,"Espíritos Flutuates dos Mortos Indolentes",1,1,"Atira projéteis de espíritos rancorosos. Apesar de lentos, eles seguem o oponente com um caminho único.",0,1,107,1,111,1,202,2,12,120
104,"Foice do Ceifador",1,0,"Um corte com a foice em forma de arco crescente. Ele requer ajustes devido ao alcance peculiar.",1,1,206,4,0,0,0,0,12,101
105,"Vento na Última Jornada",1,2,"Gira a foice para cortar tudo ao redor dela. O alcance amplo torna este golpe útil para criar contra-ataques difíceis de ler.",1,1,0,0,0,0,0,0,12,111
106,"O Caminho Infinito",1,4,"Esta técnica usa a habilidade dela de manipular distâncias para limitar o movimento horizontal dentro da área. É difícil de se distanciar e escapar uma vez que é pego.",1,1,211,3,0,0,0,0,12,141
107,"Solitário Espírito Aprisinado",1,1,"O que aparenta ser um espírito inofensivo segue o inimigo, e explode quando Baixo C é pressionado.",1,1,205,2,0,0,0,0,12,121
108,"Um Espírito Humano de Passagem",1,0,"Ataca a terra com a foice, criando um projétil no solo que viaja por toda a tela. Você pode mudar a direção com diferentes botões. Bom para ataques surpresa e simultâneos.",1,1,0,0,0,0,0,0,12,102
109,"Barco no Rio Sanzu",1,2,"Investe no inimigo com seu barco. Um barco na terra? Ela não liga muito pra isso, Mas já que o barco foi dado a ela e ela o está desgastando, a chefe dela fica zangada quanto a isso.",0,1,200,2,0,0,0,0,12,112
110,"Provar a Morte",1,4,"Parece um golpe normal de foice, mas pode puxar o oponente mais próximo enquanto esta sendo usado. Você pode prolongar a força enquanto segura o botão, o que faz difícil de escapar do alcance da foice.",1,1,201,5,0,0,0,0,12,142
111,"Foice de Exorcismo",1,1,"Corta o oponente com sua foice repleta de energia. Se ela tocar os espíritos que emergem da foice após o ataque, ela pode recuperar sua vida. Ela também pode fazer com que os espíritos explodam.",0,1,207,3,0,0,0,0,12,122
200,"Sinal Náutico \"Fluxo do Rio\"",2,1,"Invoca um pouco da água do Rio Sanzu e bate no inimigo com um barco. Basicamente um simples ataque de investida.",0,2,203,3,0,0,0,0,12,200
201,"Destino Miserável \"Baixa Expectativa de Vida\"",2,5,"Uma temível habilidade que corta a vida do inimigo ao meio. Acertar esta habilidade no início da partida é muito vantajoso, mas em contra-partida ela é muito custosa, então use com cautela.",1,5,0,0,0,0,0,0,12,240
202,"Sinal do Espírito \"Abundantes Espíritos Flutuantes\"",2,1,"Um ataque que espalha fantasmas sobre uma área ampla. O alcance do ataque é grande e os fantasmas ficam flutuando por um longo tempo.",0,2,0,0,0,0,0,0,12,201
203,"Canção da Morte \"Balsa na Névoa Intensa\"",2,3,"Uma habilidade que guia fantasmas a formarem um bando. Os fantasmas seguindo ela irão naturalmente se tornar danmaku. Isto é na verdade abuso de poder.",1,4,0,0,0,0,0,0,12,220
204,"Troca ""Impiedosa, Piedosa Vida""",2,5,"Habilidade de troca de psique sem precedentes. É possível tornar crise em oportunidade instantaneamente, Mas esta habilidade é cara, não acerta fácil e demora bastante.",5,0,0,0,0,0,0,0,12,241
205,"Sinal da Malícia \"Indeciso Espírito Aprisionado\"",2,3,"Invoca poderosos espíritos tele-guiados. Os espíritos seguem o oponente mas não o atacam. Use com a técnica que ativa explosões.",0,2,0,0,0,0,0,0,12,221
206,"Sinal da Morte \"Foice do Juízo Final\"",2,4,"Bate com a foice no solo e um tiro cai do céu sobre o oponente. Pega o oponente onde estiver, mas pode ser facilmente esquivado.",1,4,0,0,0,0,0,0,12,230
207,"Sinal da Alma \"Foice dos Espíritos Errantes\"",2,4,"Solta uma lâmina repleta de espíritos que roubam a vida do inimigo. Os espíritos voam de volta para Komachi e permitem que ela recupere a vida. De acordo com ela, ela não usa esta habilidade com frequência.",1,3,204,5,0,0,0,0,12,231
211,"Inferno \"Confins Estreitos de Avici\"",2,3,"Golpeia o inimigo e previne movimento horizontal ao mesmo tempo. Ela pode completamente controlar a iniciativa contanto que o efeito dure.",1,3,0,0,0,0,0,0,12,222
