"#Spell Number","Spell Name","Type: 255 Enemies, 2 Spells, 1 Skills, 0 Systems","Consumption","Card Description",,,,,,,,,,sort
100,"Demon Lord Walk",1,0,"Usa sua proeza vampírica para avançar numa velocidade cegante e atacar o inimigo.",0,1,104,1,108,1,0,0,6,100
101,"Servant Flier",1,1,"Usa círculos mágicos para atirar projéteis-morcegos. As posições dos círculos são aleatórias, mas o alcance amplo e a sequencia de tiros os torna úteis para fintas e zoneamento.",0,1,105,1,109,1,0,0,6,120
102,"Demon Lord Cradle",1,2,"Um ataque em direção ao céu revestido em aura. Apesar de haver várias fraquezas, ela fica invencível por um tempo, o que torna isto útil em contra-ataques e combos.",0,1,106,1,110,1,202,2,6,110
103,"Demon Lord Arrow",1,4,"Corre em direção a parede e depois voa com um ataque. O ângulo do ataque é sempre fixo, mas ele esquiva de projéteis.",0,1,107,1,111,1,0,0,6,140
104,"Vampire Claw",1,0,"Você pode executar este ataque até três vezes ao repetir o comando. Bem poderoso se acertar as três vezes.",1,1,0,0,0,0,0,0,6,101
105,"Chain Gang",1,1,"Atira uma aura em forma de corrente em direção ao inimigo. A corrente segue o inimigo e se o botão for segurado, é possível mudar este ataque em um que prende o inimigo.",1,1,207,3,0,0,0,0,6,121
106,"Rocket Kick Upper",1,2,"Solta um projétil em forma triangular com um chute. Indefeso contra ataques do solo, porém bastante efetivo contra inimigos no ar.",1,1,200,2,0,0,0,0,6,111
107,"Ceiling Fear",1,4,"Move em direção ao teto, finta e mergulha com um ataque repentino no oponente.",1,1,206,4,0,0,0,0,6,141
108,"Trickster Devil",1,0,"Move-se para trás do oponente e corta o inimigo. Por causa dela ter que ir atras do oponente, o ataque é um tanto lento, mas você pode alternar as velocidades para maximizar o efeito",0,1,209,4,0,0,0,0,6,102
109,"Demon's Dinner Fork",1,1,"Arremessa mágica agrupada na forma de lança. Carregar o ataque aumenta o número de lanças jogadas.",1,1,201,2,0,0,0,0,6,122
110,"Vampire Kiss",1,2,"Abraça o oponente e suga seu sangue. Como ela precisa se aproximar pela frente, tem uma certa abertura. O movimento não pode ser bloqueado e recupera vida, então o movimento pode exercer pressão.",0,1,208,4,0,0,0,0,6,112
111,"Stigmanizer",1,4,"Junta mágica na forma de cruz então joga no oponente com um ataque voador. Causalmente formando uma cruz como se não significasse nada para ela.",0,1,0,0,0,0,0,0,6,142
200,"Sinal Escarlate ""Red, Castelo Sem-Noite""",2,3,"Esta técnica que queima os arredores com uma aura vermelha, pode facilmente ser usada para inverter a situação em um momento crítico. É uma magia que foca em acertar o inimigo em pleno ar",0,2,203,5,0,0,0,0,6,220
201,"Crítico \"Heart Break\"",2,2,"Perfura o inimigo num instante com um ataque de aura em forma de lança. Aura pode ser como arma em multiplas formas.",0,2,204,4,0,0,0,0,6,210
202,"Sinal da Meia-Noite \"Demon King Cradle\"",2,2,"Diretamente ataca ativando sua energia vampírica. Ela não é invencível, mas pode se mover no ar logo em seguida, então é uma carta com grandes latitudes de liberdade.",1,2,205,4,0,0,0,0,6,211
203,"Diabo Escarlate \"Scarlet Devil\"",2,5,"Uma versão superior do ""Red, Castelo Sem-Noite"". O dano e alcance do ataque são grandemente aumentados. É definitivamente uma carta do Diabo Escarlate.",0,5,0,0,0,0,0,0,6,240
204,"Lança Divina \"Spear the Gungnir\"",2,4,"""Heart Break"" aprimorado. O tamanho e o poder da lança são aumentados. Sua velocidade é como um laser, mesmo a distância ele consegue consegue perfurar o inimigo instantaneamente.",1,4,0,0,0,0,0,0,6,230
205,"Rei da Meia-Noite \"Dracula Cradle\"",2,5,"Um ataque envolto em aura mágica vermelha. O melhor contra-ataque e fazedor de combos em termos de alcance e velocidade. O berço do demônio é um expresso para o inferno.",1,4,0,0,0,0,0,0,6,241
206,"Sinal da Meia-Noite \"Bad Lady Scramble\"",2,3,"Rapidamente salta na parede, Então atropela o inimigo enquanto gira o corpo. Ela pode facilmente perfurar através de uma muralha, e os inimigos podem se confundir quando ela se move atrás deles.",1,4,0,0,0,0,0,0,6,221
207,"Destino \"Miserable Fate\"",2,3,"Atira várias correntes feitas de aura vermelha que perseguem o inimigo.",1,3,0,0,0,0,0,0,6,222
208,"\"Vampiro Milenar\"",2,4,"Cria uma aura mágica que drena a vida do oponente quando acerta. É bem forte, mas enquanto ativa, a defesa dela é reduzida, então é uma espada de dois gumes.",1,4,0,0,0,0,0,0,6,231
209,"Demônio \"Remilia Stretch\"",2,4,"Ceifa o inimigo com toda sua força. A única forma de evitar este movimento é se mover fora do alcance. Como ela diria: ""Não é este um golpe elegante? Golpes quebrados são também naturalmente vampíricos""",1,4,0,0,0,0,0,0,6,232
