100,"Orbe da Lebre","Ataca com potente impacto com a marreta enquanto avança em alta velocidade. Quando não possui a marreta, ataca com o próprio corpo."
101,"Orbe do Coelho","Arremessa um orbe de energia quicante no oponente. Ele desaparece após quicar algumas vezes."
102,"Corrida para o Fundo","Revela um buraco no chão. Uma mola irá empurrar vítimas inocentes para o céu."
103,"Jogar e Pegar","Joga a marreta com todo seu poder na direção do oponente e faz ela emperrar na parede. Envia um subordinado recuperá-la depois de arremessar."
104,"Botar e Bater","Coloca um orbe na sua frente e se posiciona. Ao apertar qualquer botão, ela bate no orbe fazendo ele quicar por todo canto."
105,"Caça a Lebre","Coelhos são enviados a frente com grande força. Os coelhos são acostumados a esquivar de projéteis."
106,"Atividade Subterrânea","Envia coelhos para o subterrâneo. Eles podem sair a qualquer momento para fazer o oponente tropeçar. Quanto mais coelhos forem enviados, mais aparecerão para atacar."
107,"Marrerangue","Joga sua marreta com força vigorosa e ela retorna como se fosse um bumerangue. Quando não possuir a marreta, este golpe a chama, como um Jedi."
108,"Coelho Ilusório","Faz com que um subordinado aja como isca. Se acertado, o coelho irá surpreender o oponente. Os coelhos adoram participar das pegadinhas da Tewi."
109,"Animismo Subterrâneo","Tewi usa sua marreta para ativar uma armadilha embaixo do oponente. Se não possuir a marreta, chama um subordinado para fazer o oponente tropeçar."
110,"Fazenda de Bambu","Ativa uma armadilha de bambu escondida, o bambu é alto e cobre bastante espaço. O bambu verdejante nunca falha."
111,"Toca Escondida","Se escode enquanto move secretamente pela tela. Se posuir a marreta, se move para frente ou para trás, senão Tewi move a marreta para o oponente ou se move na posição da marreta."
200,"Sinal da Terra ""Fuga da Lebre""","Agarra o oponente e o joga pro ar. Aperte um botão para pegar o oponente enquanto cai. Quanto mais preciso, maior a recompensa."
201,"Coelho Fujão ""Escapada Confusa""","Uma massiva onda de coelhos colide com o oponente fazendo-o tropeçar e parando seu avanço. Por causa da alta quantidade de coelhos causando caos, fica difícil de se mover."
202,"Sinal da Terra ""Vapores de Gaia""","Uma mistura que contém água de nascente nociva que suga a vida de seus oponentes. Os vapores permanecem na superfície causando constante dano, por sorte Tewi é imune a eles."
203,"Veneno Proibido ""Presa da Quimera""","Uma composto de vários venenos letais que vagarosamente derretem o alvo. A extrema volatilidade do conteúdo faz ele se prender e expandir rapidamente. Tewi já se imunizou."
204,"Sinal do Mochi ""Marremoto""","Joga a marreta em alta velocidade, fazendo ela rebater pela tela e acertando o oponente com bastante força. Quando o momentum acaba, ela cai na própria Tewi."
205,"Sinal do Caçador ""Escoamento das Presas""","Coelhos aparecem pelos lados se juntando para cavar uma enorme armadilha que cobre bastante solo. Inimigos que caem na armadilha são atacados por uma imensa quantidade de coelhos."
206,"Sinal da Sorte ""Coelho Solidário""","Apesar de nem sempre estar em bom termos com ela, Reisen ainda virá ajudar Tewi em tempos de necessidade. Reisen nunca irá admitir que se importa com ela, Tewi é tão sortuda!"
207,"Sinal da Lebre ""Recusa à Caçada""","Só pode ser usado sem marreta. Envia um coelho numa caçada incansável para agarrar o oponente. Ao pegar a marreta faz com que o coelho ataque com força excessiva."
208,"Sinal do Coelho ""Taca o FoDACe""","Arremessa a si mesma contra o oponente com força extrema. Tewi diz que o golpe significa ""Força Dramaticamente Aumentada e Certeira"" e nada mais."
210,"Sinal da Sorte ""Assistência Inesperada""","Todo mundo precisa de um ""Ás na manga"", e para Tewi isto se resume a sua Sorte Infinita. Alguma ajuda não intencional pode aparecer de algum lugar, já que Gensokyo nunca para."
211,"Sinal Hourai ""Ressureição""","Ativa quando derrotado. Um elixir que prolonga a vida, permite o usuário enganar a morte e continuar lutando, porém ele não exatamente a cura."
