#spellcard number,spellcard name,type,consumption,description,appearance stage,rarity,,,,,,,,sort
100,<key csv.remilia.100.name>,1,0,<key csv.remilia.100.description>,0,1,104,1,108,1,0,0,6,100
101,<key csv.remilia.101.name>,1,1,<key csv.remilia.101.description>,0,1,105,1,109,1,0,0,6,120
102,<key csv.remilia.102.name>,1,2,<key csv.remilia.102.description>,0,1,106,1,110,1,202,2,6,110
103,<key csv.remilia.103.name>,1,4,<key csv.remilia.103.description>,0,1,107,1,111,1,0,0,6,140
104,<key csv.remilia.104.name>,1,0,<key csv.remilia.104.description>,1,1,0,0,0,0,0,0,6,101
105,<key csv.remilia.105.name>,1,1,<key csv.remilia.105.description>,1,1,207,3,0,0,0,0,6,121
106,<key csv.remilia.106.name>,1,2,<key csv.remilia.106.description>,1,1,200,2,0,0,0,0,6,111
107,<key csv.remilia.107.name>,1,4,<key csv.remilia.107.description>,1,1,206,4,0,0,0,0,6,141
108,<key csv.remilia.108.name>,1,0,<key csv.remilia.108.description>,0,1,209,4,0,0,0,0,6,102
109,<key csv.remilia.109.name>,1,1,<key csv.remilia.109.description>,1,1,201,2,0,0,0,0,6,122
110,<key csv.remilia.110.name>,1,2,<key csv.remilia.110.description>,0,1,208,4,0,0,0,0,6,112
111,<key csv.remilia.111.name>,1,4,<key csv.remilia.111.description>,0,1,0,0,0,0,0,0,6,142
200,<key csv.remilia.200.name>,2,3,<key csv.remilia.200.description>,0,2,203,5,0,0,0,0,6,220
201,<key csv.remilia.201.name>,2,2,<key csv.remilia.201.description>,0,2,204,4,0,0,0,0,6,210
202,<key csv.remilia.202.name>,2,2,<key csv.remilia.202.description>,1,2,205,4,0,0,0,0,6,211
203,<key csv.remilia.203.name>,2,5,<key csv.remilia.203.description>,0,5,0,0,0,0,0,0,6,240
204,<key csv.remilia.204.name>,2,4,<key csv.remilia.204.description>,1,4,0,0,0,0,0,0,6,230
205,<key csv.remilia.205.name>,2,5,<key csv.remilia.205.description>,1,4,0,0,0,0,0,0,6,241
206,<key csv.remilia.206.name>,2,3,<key csv.remilia.206.description>,1,4,0,0,0,0,0,0,6,221
207,<key csv.remilia.207.name>,2,3,<key csv.remilia.207.description>,1,3,0,0,0,0,0,0,6,222
208,<key csv.remilia.208.name>,2,4,<key csv.remilia.208.description>,1,4,0,0,0,0,0,0,6,231
209,<key csv.remilia.209.name>,2,4,<key csv.remilia.209.description>,1,4,0,0,0,0,0,0,6,232
