"#Spell Number","Spell Name","Type: 255 Enemies, 2 Spells, 1 Skills, 0 Systems","Consumption","Card Description",,,,,,,,,,sort
0,"Unimplemented",0,1,"Unimplemented",0,5,0,0,0,0,0,0,0,1000
1,"Unimplemented",0,1,"Unimplemented",0,5,0,0,0,0,0,0,1,1001
2,"Unimplemented",0,1,"Unimplemented",1,5,0,0,0,0,0,0,2,1002
3,"Unimplemented",0,1,"Unimplemented",1,5,0,0,0,0,0,0,5,1003
4,"Unimplemented",0,1,"Unimplemented",1,5,0,0,0,0,0,0,3,1004
5,"Unimplemented",0,1,"Unimplemented",1,5,0,0,0,0,0,0,4,1005
6,"Unimplemented",0,1,"Unimplemented",0,5,0,0,0,0,0,0,6,1006
7,"Unimplemented",0,1,"Unimplemented",1,5,0,0,0,0,0,0,7,1007
8,"Unimplemented",0,1,"Unimplemented",1,5,0,0,0,0,0,0,8,1008
9,"Unimplemented",0,1,"Unimplemented",1,5,0,0,0,0,0,0,9,1009
10,"Unimplemented",0,1,"Unimplemented",1,5,0,0,0,0,0,0,11,1010
11,"Unimplemented",0,1,"Unimplemented",0,5,0,0,0,0,0,0,10,1011
12,"Unimplemented",0,0,"Unimplemented",1,5,0,0,0,0,0,0,12,1012
13,"Unimplemented",0,1,"Unimplemented",1,5,0,0,0,0,0,0,13,1013
14,"Unimplemented",0,1,"Unimplemented",1,5,0,0,0,0,0,0,14,1014
15,"Unimplemented",0,1,"Unimplemented",1,5,0,0,0,0,0,0,15,1015
16,"Unimplemented",0,1,"Unimplemented",0,5,0,0,0,0,0,0,16,1016
17,"Unimplemented",0,1,"Unimplemented",1,5,0,0,0,0,0,0,17,1017
18,"Unimplemented",0,1,"Unimplemented",1,5,0,0,0,0,0,0,18,1018
19,"Unimplemented",0,1,"Unimplemented",1,5,0,0,0,0,0,0,19,1019
20,"Unimplemented",0,1,"Unimplemented",1,0,0,0,0,0,0,0,21,1020
