"#Spell Number","Spell Name","Type: 255 Enemies, 2 Spells, 1 Skills, 0 Systems","Consumption","Card Description",,,,,,,,,,sort
100,"Unimplemented",1,0,"Unimplemented",0,1,104,1,108,1,0,0,15,100
101,"Unimplemented",1,4,"Unimplemented",0,1,105,1,109,1,203,3,15,140
102,"Unimplemented",1,2,"Unimplemented",0,1,106,1,110,1,0,0,15,110
103,"Unimplemented",1,1,"Unimplemented",0,1,107,1,111,1,0,0,15,120
104,"Unimplemented",1,0,"Unimplemented",1,1,204,3,0,0,0,0,15,101
105,"Unimplemented",1,4,"Unimplemented",1,1,200,2,0,0,0,0,15,141
106,"Unimplemented",1,2,"Unimplemented",1,1,0,0,0,0,0,0,15,111
107,"Unimplemented",1,1,"Unimplemented",1,1,0,0,0,0,0,0,15,121
108,"Unimplemented",1,0,"Unimplemented",1,1,206,2,0,0,0,0,15,102
109,"Unimplemented",1,4,"Unimplemented",1,1,201,2,0,0,0,0,15,142
110,"Unimplemented",1,2,"Unimplemented",1,1,0,0,0,0,0,0,15,112
111,"Unimplemented",1,1,"Unimplemented",1,1,0,0,0,0,0,0,15,122
200,"Unimplemented",2,2,"Unimplemented",0,2,210,5,0,0,0,0,15,210
201,"Unimplemented",2,2,"Unimplemented",0,2,202,4,0,0,0,0,15,211
202,"Unimplemented",2,4,"Unimplemented",0,4,0,0,0,0,0,0,15,230
203,"Unimplemented",2,2,"Unimplemented",1,3,0,0,0,0,0,0,15,212
204,"Unimplemented",2,3,"Unimplemented",0,3,205,5,0,0,0,0,15,220
205,"Unimplemented",2,5,"Unimplemented",1,5,0,0,0,0,0,0,15,240
206,"Unimplemented",2,3,"Unimplemented",1,2,207,4,0,0,0,0,15,221
207,"Unimplemented",2,4,"Unimplemented",1,4,0,0,0,0,0,0,15,231
210,"Unimplemented",2,5,"Unimplemented",0,5,0,0,0,0,0,0,15,241
