"#Spell Number","Spell Name","Type: 255 Enemies, 2 Spells, 1 Skills, 0 Systems","Consumption","Card Description",,,,,,,,,,sort
100,"Unimplemented",1,0,"Unimplemented",0,1,104,1,108,1,200,2,16,100
101,"Unimplemented",1,1,"Unimplemented",0,1,105,1,109,1,0,0,16,120
102,"Unimplemented",1,4,"Unimplemented",0,1,106,1,110,1,0,0,16,140
103,"Unimplemented",1,2,"Unimplemented",0,1,107,1,111,1,205,2,16,110
104,"Unimplemented",1,0,"Unimplemented",1,1,201,4,0,0,0,0,16,101
105,"Unimplemented",1,1,"Unimplemented",1,1,207,3,0,0,0,0,16,121
106,"Unimplemented",1,4,"Unimplemented",1,1,202,3,0,0,0,0,16,141
107,"Unimplemented",1,2,"Unimplemented",1,1,0,0,0,0,0,0,16,111
108,"Unimplemented",1,0,"Unimplemented",1,1,213,3,0,0,0,0,16,102
109,"Unimplemented",1,1,"Unimplemented",1,1,203,2,0,0,0,0,16,122
110,"Unimplemented",1,4,"Unimplemented",1,1,210,2,0,0,0,0,16,142
111,"Unimplemented",1,2,"Unimplemented",1,1,207,3,0,0,0,0,16,112
200,"Unimplemented",2,2,"Unimplemented",0,2,0,0,0,0,0,0,16,210
201,"Unimplemented",2,4,"Unimplemented",0,4,0,0,0,0,0,0,16,230
202,"Unimplemented",2,3,"Unimplemented",0,3,0,0,0,0,0,0,16,220
203,"Unimplemented",2,3,"Unimplemented",1,2,0,0,0,0,0,0,16,221
204,"Unimplemented",2,5,"Unimplemented",0,5,0,0,0,0,0,0,16,240
205,"Unimplemented",2,2,"Unimplemented",2,2,206,4,0,0,0,0,16,211
206,"Unimplemented",2,4,"Unimplemented",1,4,0,0,0,0,0,0,16,231
207,"Unimplemented",2,3,"Unimplemented",1,3,208,4,0,0,0,0,16,222
208,"Unimplemented",2,5,"Unimplemented",0,4,0,0,0,0,0,0,16,241
210,"Unimplemented",2,3,"Unimplemented",0,2,204,5,0,0,0,0,16,223
213,"Unimplemented",2,3,"Unimplemented",0,3,0,0,0,0,0,0,16,224
